result_cnt,update_rcv,update_sent,crit_update_cnt,avg_adpt_time,success_adpt_cnt,total_updates,violated_updates,localReplacement,localRecompose,parentReplacement,globalRecompose
1395,2073,2073,11,1470.0,11,2073,0,3,0,4,4
"",acc,agg_from
00:55:00,0.9911157555677728,76
01:55:00,1.0,82
02:55:00,0.9621309402439022,82
03:55:00,0.9444058208870781,82
04:55:00,0.9507035746269124,82
05:55:00,0.951373669968801,79
06:55:00,0.9295892317257698,78
07:55:00,0.9054398000371492,80
08:55:00,0.867326996018229,78
09:55:00,0.9608232875766639,79
10:55:00,0.8935796860269622,75
11:55:00,0.956130003028765,69
12:55:00,0.9583720825689442,75
13:55:00,0.9888634623188406,69
14:55:00,0.9359649069444439,72
15:55:00,0.8953411473968509,76
16:55:00,0.8851989309422116,81
17:55:00,0.8594016527606714,81
18:55:00,0.8537723071089685,81
19:55:00,0.8352935786563199,81
20:55:00,0.8196069307339098,78
21:55:00,0.8161086670850541,79
22:55:00,0.8194046345065016,79
23:55:00,0.8123055354963131,81
