"",avg,min,max,bestUtility,t,gain
0.1,11.223855958553145,5.887159579795098,17.048145232580946,0.5552132151644584,1016.1,10.220737553974333
0.15,13.402684758155154,6.574334146581867,17.638985149929905,0.5552132151644584,858.8666666666667,14.554655305933514
0.2,13.950831495148183,9.126878492309528,17.03836620825543,0.5552132151644584,849.1666666666666,14.638911784657203
0.25,13.118068248978892,7.333667792726183,17.34153736504335,0.5552132151644584,846.5333333333333,12.82844508929036
0.3,14.014575251868424,7.130883542193879,17.158731737686658,0.5552132151644584,854.6,14.06633669610667
0.35,13.821290417738167,6.140137897905367,16.999727253844906,0.5552132151644584,862.8333333333334,13.460051003753874
0.4,12.686185646765827,7.74583786946364,17.01639926692958,0.5552132151644584,889.1666666666666,11.321235833267774
0.45,12.992209641731659,6.7538533629835795,16.797499075776358,0.5552132151644584,906.5666666666667,10.935869698106027
0.5,13.56882299350777,7.93527798300856,16.721118045590973,0.5552132151644584,888.0333333333333,11.157190615057361
0.55,12.507059732521103,7.201923548902131,16.488969944269186,0.5552132151644584,890.8,9.526536142673061
0.6,13.55649214210308,5.762116288282454,16.891362726354327,0.5552132151644584,934.2666666666667,11.12768642884905
0.65,13.670569290620136,7.83049759203991,16.798511658698107,0.5552132151644584,892.2666666666667,10.606000195072516
0.70,13.411935715376654,7.308205151627991,16.54493202862923,0.5552132151644584,899.8,10.125109553002753
0.75,12.215085079794182,7.28257624165094,16.253578888933493,0.5552132151644584,942.0,8.25995161505174
0.80,13.506577900913404,6.362364929752286,16.714844189427023,0.5552132151644584,918.0333333333333,10.100298305444754
0.85,11.894264181416622,6.873547227510608,15.383458893004601,0.5552132151644584,973.5666666666667,7.285115537545015
0.90,12.1186532997015,5.101257564636569,17.128789987844378,0.5552132151644584,988.7,7.971562719822812
0.95,12.023095499738854,7.178458210895908,16.42063206240976,0.5552132151644584,967.3,7.385012323185455
1.0,13.088484957979642,7.30453574611166,16.249512498372663,0.5552132151644584,948.1666666666666,8.55749875027873
